attempt,condition,created_utc,d,execution_controller,experiment_tag,failure_code,hold_duration_s,interpolation_steps,lift_threshold_mm,mock,model_code,object_move,policy_action_hz,position_id,repeat,robot_command_hz,rollout_id,scheduled_rollout_id,seed,session,success,video_path,attempt_directory,grasp_x_mm,grasp_y_mm,grasp_z_mm,target_x_mm,target_y_mm,target_z_mm,E1,E2,E3,close_error_3d_mm,clean,lift_mm,measured_hold_duration_s,duration_s,evaluation_group,analysis_eligible,exclusion_reason,outcome_corrected,original_success,correction_reason,trial,policy_timeout_s,inference_server
1,B,2026-08-26T08:38:02.833213+00:00,115.80658623209825,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M09,False,5.0,eval_8,1,30.0,t129_m09_eval_8_r1,t129_m09_eval_8_r1,2,6,True,,t129_m09_eval_8_r1,574.2011659174834,-116.42518276225228,553.5263861452386,568.3679550170898,-112.33671439091364,552.2566111246745,7.123336509804052,1.2697750205641114,7.135347036449679,7.235623790300044,True,119.59130000000005,8.449973821640015,36.764981746673584,q_unseen,True,,False,,,129,60.0,resident_12_model_pool_v1
1,A,2026-08-26T08:40:12.485958+00:00,113.35519177796346,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M05,False,5.0,eval_7,2,30.0,t130_m05_eval_7_r2,t130_m05_eval_7_r2,0,6,False,,t130_m05_eval_7_r2,648.3829264359922,-21.66435408242466,554.482215411694,562.8603649139404,67.22353074153263,552.4164560953776,123.34976529272451,2.0657593163164165,112.96808904083127,123.3670618898058,True,105.42989999999998,13.699899435043335,48.90766000747681,q_unseen,True,,False,,,130,60.0,resident_12_model_pool_v1
1,D,2026-08-26T08:46:55.422786+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M06,False,5.0,eval_2,1,30.0,t131_m06_eval_2_r1,t131_m06_eval_2_r1,1,6,True,,t131_m06_eval_2_r1,778.5065692888151,150.7006422536617,552.6524088788283,776.7053649902343,159.72193145751953,551.3918487548829,9.199347576044053,1.2605601239454245,8.902510445006657,9.285311392244683,True,76.59810000000004,9.249979734420776,298.5931737422943,exact_grid,True,,False,,,131,60.0,resident_12_model_pool_v1
1,C,2026-08-26T11:10:35.452644+00:00,110.52566178042107,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M02,False,5.0,eval_5,2,30.0,t132_m02_eval_5_r2,t132_m02_eval_5_r2,1,6,False,,t132_m02_eval_5_r2,728.9636529995994,60.26520733865705,560.7326083662488,711.2796020507812,69.46831630071003,551.9436281840007,19.935467702760715,8.78898018224811,19.998281517115302,21.786900770228097,True,89.32707000000005,4.5499348640441895,47.30960726737976,q_unseen,True,,False,,,132,60.0,resident_12_model_pool_v1
1,A,2026-08-26T11:12:12.929828+00:00,186.3321117035785,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M11,False,5.0,eval_3,2,30.0,t133_m11_eval_3_r2,t133_m11_eval_3_r2,2,6,False,,t133_m11_eval_3_r2,720.035665,-15.494904636734693,546.5523123469388,643.7679412841796,-201.69928894042968,553.3763702392578,201.2183848824725,-6.824057892318933,158.4267363090086,201.33406612103317,True,46.89115000000004,0.0,41.68287444114685,exact_grid,True,,False,,,133,60.0,resident_12_model_pool_v1
1,C,2026-08-26T11:13:54.769815+00:00,116.29016762156017,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M07,False,5.0,eval_6,1,30.0,t134_m07_eval_6_r1,t134_m07_eval_6_r1,2,6,True,,t134_m07_eval_6_r1,725.1647805776367,-126.89894688305586,553.2101528274579,718.6022155761718,-109.0510589281718,551.8818461100261,19.01616059693827,1.3283067174318148,19.022126139826078,19.062496231714306,True,119.88702,7.549985885620117,47.56497764587402,q_unseen,True,,False,,,134,60.0,resident_12_model_pool_v1
1,B,2026-08-26T11:15:04.205312+00:00,113.82761137398948,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M10,False,5.0,eval_7,2,30.0,t135_m10_eval_7_r2,t135_m10_eval_7_r2,1,6,False,,t135_m10_eval_7_r2,,,,562.8603649139404,67.22353074153263,552.4164560953776,,,108.99459373770229,,,,0.0,44.08529806137085,q_unseen,True,,False,,,135,60.0,resident_12_model_pool_v1
1,D,2026-08-26T11:16:23.170896+00:00,110.52566178042107,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M08,False,5.0,eval_5,2,30.0,t136_m08_eval_5_r2,t136_m08_eval_5_r2,2,6,True,,t136_m08_eval_5_r2,718.6498820989807,98.09943270149567,548.438699738973,711.2796020507812,69.46831630071003,551.9436281840007,29.56453710688235,-3.5049284450276446,10.56184395210466,29.77156995774639,True,85.41340000000002,7.100022315979004,54.0594367980957,q_unseen,True,,False,,,136,60.0,resident_12_model_pool_v1
1,A,2026-08-26T11:17:16.714021+00:00,120.81485880500462,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M03,False,5.0,eval_8,1,30.0,t137_m03_eval_8_r1,t137_m03_eval_8_r1,1,6,False,,t137_m03_eval_8_r1,,,,568.3679550170898,-112.33671439091364,552.2566111246745,,,77.58262780836422,,,,0.0,17.277677297592163,q_unseen,True,,False,,,137,60.0,resident_12_model_pool_v1
1,D,2026-08-26T11:18:18.680270+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M01,False,5.0,eval_1,2,30.0,t138_m01_eval_1_r2,t138_m01_eval_1_r2,0,6,True,,t138_m01_eval_1_r2,638.028494111621,-12.622834129543863,546.4660083332143,640.4706359863281,-15.396353832880656,552.2020701090495,3.695465935575084,-5.736061775835196,2.4284932382765114,6.82340627378976,True,79.18236999999999,5.050023555755615,39.9875385761261,exact_grid,True,,False,,,138,60.0,resident_12_model_pool_v1
1,B,2026-08-26T11:19:18.724125+00:00,119.09602484219766,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M10,False,5.0,eval_6,1,30.0,t139_m10_eval_6_r1,t139_m10_eval_6_r1,1,6,False,,t139_m10_eval_6_r1,726.4628889921289,-121.6242533835806,555.7540631371464,718.6022155761718,-109.0510589281718,551.8818461100261,14.828196295094587,3.872217027120314,13.236435203668336,15.325451708546058,True,71.43579999999997,2.4999284744262695,42.72129726409912,q_unseen,True,,False,,,139,60.0,resident_12_model_pool_v1
1,C,2026-08-26T11:20:55.975704+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M04,False,5.0,eval_3,2,30.0,t140_m04_eval_3_r2,t140_m04_eval_3_r2,0,6,True,,t140_m04_eval_3_r2,650.032514208719,-206.47928836428923,559.6830438660609,643.7679412841796,-201.69928894042968,553.3763702392578,7.8799281988460725,6.306673626803104,7.607972623534657,10.092938157641873,True,106.04554000000007,6.049949407577515,43.78734564781189,exact_grid,True,,False,,,140,60.0,resident_12_model_pool_v1
1,D,2026-08-26T11:21:47.724431+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M08,False,5.0,eval_4,1,30.0,t141_m08_eval_4_r1,t141_m08_eval_4_r1,2,6,True,,t141_m08_eval_4_r1,502.61050450140453,-21.68616397752809,550.3797934339888,494.0947235107422,-23.48485736846924,551.7402435302735,8.70366726130666,-1.3604500962846942,0.7052375241734216,8.809350047535993,True,111.4203,6.549993515014648,31.11939787864685,exact_grid,True,,False,,,141,60.0,resident_12_model_pool_v1
1,A,2026-08-26T11:42:22.535595+00:00,221.87004130755858,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M11,False,5.0,eval_2,1,30.0,t142_m11_eval_2_r1,t142_m11_eval_2_r1,2,6,False,,t142_m11_eval_2_r1,714.4919362496603,-28.19955894301978,549.611745066434,776.7053649902343,159.72193145751953,551.3918487548829,197.9520074917617,-1.7801036884488894,196.24252452033787,197.96001121226504,True,40.04255999999998,0.0,45.188047647476196,exact_grid,True,,False,,,142,60.0,resident_12_model_pool_v1
1,C,2026-08-26T11:43:12.789218+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M02,False,5.0,eval_4,1,30.0,t143_m02_eval_4_r1,t143_m02_eval_4_r1,1,6,True,,t143_m02_eval_4_r1,495.7932202992103,-18.944770353290217,552.5803483975236,494.0947235107422,-23.48485736846924,551.7402435302735,4.8473994518539145,0.8401048672501474,1.0806067389731238,4.919660316913254,True,75.8324399999999,6.299984693527222,31.20708703994751,exact_grid,True,,False,,,143,60.0,resident_12_model_pool_v1
1,B,2026-08-26T11:45:50.980029+00:00,146.59922115245232,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M09,False,5.0,eval_1,2,30.0,t144_m09_eval_1_r2,t144_m09_eval_1_r2,2,6,False,,t144_m09_eval_1_r2,,,,640.4706359863281,-15.396353832880656,552.2020701090495,,,2.5061081494561366,,,,0.0,38.51550006866455,exact_grid,True,,False,,,144,60.0,resident_12_model_pool_v1
1,D,2026-08-26T11:47:26.061772+00:00,116.29016762156017,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M08,False,5.0,eval_6,2,30.0,t145_m08_eval_6_r2,t145_m08_eval_6_r2,2,7,False,,t145_m08_eval_6_r2,714.7890008549857,-115.61814225757158,545.4140130077786,718.6022155761718,-109.0510589281718,551.8818461100261,7.593891621899207,-6.467833102247482,7.60402543770679,9.974971428714934,True,92.96249999999998,10.49995231628418,55.720646142959595,q_unseen,True,,True,True,Operator accidentally pressed success; visual observation confirmed that the rollout failed. Robot lift/hold telemetry alone cannot establish that the PVC was successfully grasped and retained.,145,60.0,resident_12_model_pool_v1
2,A,2026-08-26T11:53:02.743512+00:00,146.59922115245232,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M11,False,5.0,eval_4,2,30.0,t146_m11_eval_4_r2_retry1,t146_m11_eval_4_r2,2,7,False,,t146_m11_eval_4_r2_retry1,638.9337602714265,-12.96313889614964,547.3415354328088,494.0947235107422,-23.48485736846924,551.7402435302735,145.2207048921524,-4.3987080974646915,28.880263917798274,145.28730764351138,True,0.0,0.0,28.22415041923523,exact_grid,True,,False,,,146,60.0,resident_12_model_pool_v1
1,C,2026-08-26T11:54:39.315238+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M04,False,5.0,eval_3,1,30.0,t147_m04_eval_3_r1,t147_m04_eval_3_r1,0,7,True,,t147_m04_eval_3_r1,644.136053300463,-202.1053851065504,551.7644422973302,643.7679412841796,-201.69928894042968,553.3763702392578,0.548106333360724,-1.6119279419275472,0.564324948366019,1.702566369524817,True,108.41863999999998,10.799952983856201,44.210613489151,exact_grid,True,,False,,,147,60.0,resident_12_model_pool_v1
1,B,2026-08-26T11:55:45.496051+00:00,146.59922115245232,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M09,False,5.0,eval_1,1,30.0,t148_m09_eval_1_r1,t148_m09_eval_1_r1,2,7,False,,t148_m09_eval_1_r1,,,,640.4706359863281,-15.396353832880656,552.2020701090495,,,7.748698909888796,,,,0.0,38.12511968612671,exact_grid,True,,False,,,148,60.0,resident_12_model_pool_v1
1,A,2026-08-26T11:56:29.542691+00:00,120.81485880500462,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M05,False,5.0,eval_8,2,30.0,t149_m05_eval_8_r2,t149_m05_eval_8_r2,0,7,False,,t149_m05_eval_8_r2,,,,568.3679550170898,-112.33671439091364,552.2566111246745,,,53.33147328770438,,,,0.0,22.88060975074768,q_unseen,True,,False,,,149,60.0,resident_12_model_pool_v1
1,B,2026-08-26T11:57:37.648815+00:00,111.47307076187946,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M12,False,5.0,eval_5,1,30.0,t150_m12_eval_5_r1,t150_m12_eval_5_r1,0,7,False,,t150_m12_eval_5_r1,,,,711.2796020507812,69.46831630071003,551.9436281840007,,,19.13485003411366,,,,0.0,32.42765974998474,q_unseen,True,,False,,,150,60.0,resident_12_model_pool_v1
1,D,2026-08-26T11:59:26.984853+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M01,False,5.0,eval_2,2,30.0,t151_m01_eval_2_r2,t151_m01_eval_2_r2,0,7,True,,t151_m01_eval_2_r2,787.9525463624695,154.82049501424285,560.3799117211171,776.7053649902343,159.72193145751953,551.3918487548829,12.268788368353071,8.988062966234224,12.27691011273832,15.208827828351097,True,76.7781,14.699899911880493,60.21037292480469,exact_grid,True,,False,,,151,60.0,resident_12_model_pool_v1
1,C,2026-08-26T12:00:28.726155+00:00,112.21736469714092,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M07,False,5.0,eval_7,1,30.0,t152_m07_eval_7_r1,t152_m07_eval_7_r1,2,7,False,,t152_m07_eval_7_r1,,,,562.8603649139404,67.22353074153263,552.4164560953776,,,16.17261550403016,,,,0.0,22.654599905014038,q_unseen,True,,False,,,152,60.0,resident_12_model_pool_v1
1,A,2026-08-26T12:02:05.619345+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M03,False,5.0,eval_1,1,30.0,t153_m03_eval_1_r1,t153_m03_eval_1_r1,1,7,True,,t153_m03_eval_1_r1,641.6855436702856,-17.41896602708682,555.5012912968393,640.4706359863281,-15.396353832880656,552.2020701090495,2.359440774567213,3.29922118778984,2.2590875569814473,4.0560844683822515,True,69.74237000000005,4.3998799324035645,38.44121980667114,exact_grid,True,,False,,,153,60.0,resident_12_model_pool_v1
1,C,2026-08-26T12:03:06.055722+00:00,115.80658623209825,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M07,False,5.0,eval_8,2,30.0,t154_m07_eval_8_r2,t154_m07_eval_8_r2,2,7,True,,t154_m07_eval_8_r2,575.6365733652807,-113.38728103273012,573.6782284653383,568.3679550170898,-112.33671439091364,552.2566111246745,7.344147531235666,21.42161734066383,7.373632307328928,22.645577768084966,True,77.90073000000007,5.149919033050537,38.57375431060791,q_unseen,True,,False,,,154,60.0,resident_12_model_pool_v1
1,B,2026-08-26T12:04:12.711412+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M09,False,5.0,eval_2,2,30.0,t155_m09_eval_2_r2,t155_m09_eval_2_r2,2,7,True,,t155_m09_eval_2_r2,782.2172909512856,158.52060218072134,560.7981023686684,776.7053649902343,159.72193145751953,551.3918487548829,5.641322525029319,9.406253613785566,5.648635027037802,10.968232623274234,True,72.30725000000007,6.249904632568359,49.93443727493286,exact_grid,True,,False,,,155,60.0,resident_12_model_pool_v1
1,D,2026-08-26T12:05:30.106235+00:00,110.52566178042107,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M08,False,5.0,eval_5,1,30.0,t156_m08_eval_5_r1,t156_m08_eval_5_r1,2,7,True,,t156_m08_eval_5_r1,711.5230366853892,78.47278914371681,550.7595157350717,711.2796020507812,69.46831630071003,551.9436281840007,9.007762852216601,-1.1841124489289996,7.026627011860809,9.085258053213566,True,89.24214000000006,10.04990267753601,52.20205473899841,q_unseen,True,,False,,,156,60.0,resident_12_model_pool_v1
1,C,2026-08-26T12:06:50.918848+00:00,116.29016762156017,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M02,False,5.0,eval_6,2,30.0,t157_m02_eval_6_r2,t157_m02_eval_6_r2,1,7,True,,t157_m02_eval_6_r2,719.7421206723307,-114.63647306932724,552.7839909585506,718.6022155761718,-109.0510589281718,551.8818461100261,5.7005468822270045,0.9021448485244719,5.704833930773653,5.771490282776821,True,93.22380999999996,8.749937057495117,48.1700234413147,q_unseen,True,,False,,,157,60.0,resident_12_model_pool_v1
1,B,2026-08-26T12:07:49.822190+00:00,115.80658623209825,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M10,False,5.0,eval_8,2,30.0,t158_m10_eval_8_r2,t158_m10_eval_8_r2,1,7,True,,t158_m10_eval_8_r2,560.1058310854354,-123.78600519615247,546.5824206276574,568.3679550170898,-112.33671439091364,552.2566111246745,14.119098831191133,-5.6741904970170935,14.119325397854169,15.21661557644741,True,81.69230000000005,7.799917221069336,35.54886507987976,q_unseen,True,,False,,,158,60.0,resident_12_model_pool_v1
1,A,2026-08-26T12:08:57.771787+00:00,221.87004130755858,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M03,False,5.0,eval_2,2,30.0,t159_m03_eval_2_r2,t159_m03_eval_2_r2,1,7,False,,t159_m03_eval_2_r2,645.5537141903685,-18.629827190640462,556.9413721382936,776.7053649902343,159.72193145751953,551.3918487548829,221.382260627227,5.549523383410701,221.43861349489143,221.45180633764195,True,68.81503000000009,5.299899101257324,41.05498743057251,exact_grid,True,,False,,,159,60.0,resident_12_model_pool_v1
1,D,2026-08-26T12:10:17.613952+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M06,False,5.0,eval_3,1,30.0,t160_m06_eval_3_r1,t160_m06_eval_3_r1,1,7,True,,t160_m06_eval_3_r1,654.9146261655804,-199.7408095636086,569.2970970887345,643.7679412841796,-201.69928894042968,553.3763702392578,11.317430155060942,15.92072684947675,10.08383614402022,19.533401361010647,True,96.4973,6.849941253662109,48.372100830078125,exact_grid,True,,False,,,160,60.0,resident_12_model_pool_v1
1,B,2026-08-26T12:11:56.621883+00:00,113.82761137398948,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M10,False,5.0,eval_7,1,30.0,t161_m10_eval_7_r1,t161_m10_eval_7_r1,1,7,False,,t161_m10_eval_7_r1,826.5479594704066,-22.788016528347892,547.32351382798,562.8603649139404,67.22353074153263,552.4164560953776,278.62739665168107,-5.092942267397575,112.0242507636609,278.67393890680245,True,80.41754999999989,3.8999595642089844,52.77891302108765,q_unseen,True,,False,,,161,60.0,resident_12_model_pool_v1
1,D,2026-08-26T12:13:47.902064+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M01,False,5.0,eval_1,1,30.0,t162_m01_eval_1_r1,t162_m01_eval_1_r1,0,7,True,,t162_m01_eval_1_r1,640.7158270555911,-12.313788068074555,564.7810917642329,640.4706359863281,-15.396353832880656,552.2020701090495,3.0923017890886655,12.579021655183396,0.7757276833352758,12.95353682035813,True,57.775400000000104,4.8000617027282715,38.373042345047,exact_grid,True,,False,,,162,60.0,resident_12_model_pool_v1
1,A,2026-08-26T12:15:09.588494+00:00,186.3321117035785,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M11,False,5.0,eval_3,1,30.0,t163_m11_eval_3_r1,t163_m11_eval_3_r1,2,7,False,,t163_m11_eval_3_r1,721.7994312972302,-20.286087487612434,550.988341003957,643.7679412841796,-201.69928894042968,553.3763702392578,197.48332358712534,-2.3880292353007917,156.20159036615794,197.49776145224004,True,65.02120000000002,5.200031042098999,50.17796015739441,exact_grid,True,,False,,,163,60.0,resident_12_model_pool_v1
1,C,2026-08-26T12:16:30.990834+00:00,110.52566178042107,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M02,False,5.0,eval_5,1,30.0,t164_m02_eval_5_r1,t164_m02_eval_5_r1,1,7,True,,t164_m02_eval_5_r1,718.50783074049,69.57205990526954,531.4822401157552,711.2796020507812,69.46831630071003,551.9436281840007,7.228973144660034,-20.46138806824547,6.186527514025565,21.7008399470056,True,104.30322999999999,5.199774503707886,46.67588949203491,q_unseen,True,,False,,,164,60.0,resident_12_model_pool_v1
1,A,2026-08-26T12:17:49.642438+00:00,113.35519177796346,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M05,False,5.0,eval_7,1,30.0,t165_m05_eval_7_r1,t165_m05_eval_7_r1,0,7,False,,t165_m05_eval_7_r1,649.5147478550158,-21.859768491001823,555.9007211262422,562.8603649139404,67.22353074153263,552.4164560953776,124.27717523765901,3.484265030864549,115.62860492727424,124.32600849322363,True,71.46359999999993,6.849964618682861,43.66908645629883,q_unseen,True,,False,,,165,60.0,resident_12_model_pool_v1
1,C,2026-08-26T12:18:46.822047+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M04,False,5.0,eval_4,2,30.0,t166_m04_eval_4_r2,t166_m04_eval_4_r2,0,7,True,,t166_m04_eval_4_r2,490.07614853018356,-21.95260416572762,555.2559751359512,494.0947235107422,-23.48485736846924,551.7402435302735,4.300784201943155,3.515731605677729,4.320791915268698,5.554917953925613,True,70.15159999999992,6.099977016448975,32.46469855308533,exact_grid,True,,False,,,166,60.0,resident_12_model_pool_v1
1,B,2026-08-26T12:19:55.268645+00:00,119.09602484219766,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M12,False,5.0,eval_6,2,30.0,t167_m12_eval_6_r2,t167_m12_eval_6_r2,0,7,True,,t167_m12_eval_6_r2,726.7352774766927,-115.53522111999311,562.5314325594514,718.6022155761718,-109.0510589281718,551.8818461100261,10.401492931668436,10.649586449425328,10.217024568696713,14.886394686133107,True,123.14200000000005,8.499882936477661,48.80697965621948,q_unseen,True,,False,,,167,60.0,resident_12_model_pool_v1
1,D,2026-08-26T12:20:47.931277+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M06,False,5.0,eval_4,2,30.0,t168_m06_eval_4_r2,t168_m06_eval_4_r2,1,7,True,,t168_m06_eval_4_r2,493.13823578733457,-21.537292247499106,558.0685881691593,494.0947235107422,-23.48485736846924,551.7402435302735,2.169764656696418,6.328344638885824,1.7875415671032981,6.689979412073244,True,78.04194000000007,7.149887800216675,31.37702989578247,exact_grid,True,,False,,,168,60.0,resident_12_model_pool_v1
1,B,2026-08-26T12:21:57.372094+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M09,False,5.0,eval_2,1,30.0,t169_m09_eval_2_r1,t169_m09_eval_2_r1,2,8,True,,t169_m09_eval_2_r1,775.6064504971429,155.9118299464762,548.4156368780953,776.7053649902343,159.72193145751953,551.3918487548829,3.965411275968889,-2.976211876787602,3.8389508874102165,4.95805644614024,True,81.13040000000001,5.800074100494385,50.22449612617493,exact_grid,True,,False,,,169,60.0,resident_12_model_pool_v1
1,C,2026-08-26T12:22:58.768825+00:00,116.29016762156017,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M02,False,5.0,eval_6,1,30.0,t170_m02_eval_6_r1,t170_m02_eval_6_r1,1,8,True,,t170_m02_eval_6_r1,720.8007819777407,-111.44427291179855,554.8714590204402,718.6022155761718,-109.0510589281718,551.8818461100261,3.2497949771538153,2.9896129104140527,3.377588886846983,4.415761853593166,True,99.3895,6.649999141693115,43.87395739555359,q_unseen,True,,False,,,170,60.0,resident_12_model_pool_v1
1,A,2026-08-26T12:23:58.727812+00:00,110.52566178042107,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M11,False,5.0,eval_5,2,30.0,t171_m11_eval_5_r2,t171_m11_eval_5_r2,2,8,False,,t171_m11_eval_5_r2,716.2419055702273,-15.309726302865915,545.2126889150331,711.2796020507812,69.46831630071003,551.9436281840007,84.92314739759028,-6.730939268967518,84.97785197562133,85.18947415822787,True,75.48760000000004,3.699991464614868,43.07291889190674,q_unseen,True,,False,,,171,60.0,resident_12_model_pool_v1
1,D,2026-08-26T12:25:09.530124+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M01,False,5.0,eval_2,1,30.0,t172_m01_eval_2_r1,t172_m01_eval_2_r1,0,8,True,,t172_m01_eval_2_r1,796.1391012303369,155.57762247658053,567.6767582135969,776.7053649902343,159.72193145751953,551.3918487548829,19.870717178284426,16.284909458714083,15.540446579642335,25.691315210745504,True,67.66729999999995,6.299887180328369,52.34087538719177,exact_grid,True,,False,,,172,60.0,resident_12_model_pool_v1
1,B,2026-08-26T12:26:11.317029+00:00,146.59922115245232,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M10,False,5.0,eval_1,2,30.0,t173_m10_eval_1_r2,t173_m10_eval_1_r2,1,8,False,,t173_m10_eval_1_r2,,,,640.4706359863281,-15.396353832880656,552.2020701090495,,,9.304352987123345,,,,0.0,37.557209968566895,exact_grid,True,,False,,,173,60.0,resident_12_model_pool_v1
1,D,2026-08-26T12:27:26.253540+00:00,110.52566178042107,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M06,False,5.0,eval_5,2,30.0,t174_m06_eval_5_r2,t174_m06_eval_5_r2,1,8,True,,t174_m06_eval_5_r2,714.2843449213167,72.06180980885753,559.8847621581293,711.2796020507812,69.46831630071003,551.9436281840007,3.9692175922764408,7.941133974128661,1.0790641138521577,8.877854306638358,True,99.7926,7.699918508529663,55.8075487613678,q_unseen,True,,False,,,174,60.0,resident_12_model_pool_v1
1,A,2026-08-26T12:28:25.691945+00:00,120.81485880500462,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,operator_failure,3.0,6,50.0,False,M05,False,5.0,eval_8,1,30.0,t175_m05_eval_8_r1,t175_m05_eval_8_r1,0,8,False,,t175_m05_eval_8_r1,641.4371762871215,-19.645565959380406,554.4731198924916,568.3679550170898,-112.33671439091364,552.2566111246745,118.02864099262253,2.2165087678171176,62.54427703664893,118.04945152639714,True,24.779109999999946,0.0,33.78546142578125,q_unseen,True,,False,,,175,60.0,resident_12_model_pool_v1
1,C,2026-08-26T12:29:16.369031+00:00,112.21736469714092,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M02,False,5.0,eval_7,2,30.0,t176_m02_eval_7_r2,t176_m02_eval_7_r2,1,8,True,,t176_m02_eval_7_r2,551.9797061260729,77.11802713782471,548.4047424610259,562.8603649139404,67.22353074153263,552.4164560953776,14.706794164407027,-4.011713634351736,14.740974649244746,15.244134638551321,True,85.32695000000001,7.1501076221466064,32.59190511703491,q_unseen,True,,False,,,176,60.0,resident_12_model_pool_v1
1,D,2026-08-26T12:30:08.359054+00:00,0.0,linear_interp_30hz_v1,main_recollection_20260817_main_smooth30hz,,3.0,6,50.0,False,M06,False,5.0,eval_4,1,30.0,t177_m06_eval_4_r1,t177_m06_eval_4_r1,1,8,True,,t177_m06_eval_4_r1,494.7961207476511,-30.99789853905355,556.3402357910015,494.0947235107422,-23.48485736846924,551.7402435302735,7.545710418167289,4.599992260728072,7.550429253644422,8.837288866705475,True,86.43719999999996,5.849982261657715,29.388258457183838,exact_grid,True,,False,,,177,60.0,resident_12_model_pool_v1
